country,date,total_vaccinations,people_vaccinated_only_1st_dose,people_fully_vaccinated,daily_vaccinations,daily_vaccinations_avgd,%_people_vaccinated,%_people_vaccinated_only_1st_dose,%_people_fully_vaccinated,vaccines
Afghanistan,2021-02-22,0,0,0,0,0,0.0,0.0,0.0,Oxford/AstraZeneca
Afghanistan,2021-02-23,0,0,0,0,1367,0.0,0.0,0.0,Oxford/AstraZeneca
Afghanistan,2021-02-24,0,0,0,0,1367,0.0,0.0,0.0,Oxford/AstraZeneca
Afghanistan,2021-02-25,0,0,0,0,1367,0.0,0.0,0.0,Oxford/AstraZeneca
Afghanistan,2021-02-26,0,0,0,0,1367,0.0,0.0,0.0,Oxford/AstraZeneca
Afghanistan,2021-02-27,0,0,0,0,1367,0.0,0.0,0.0,Oxford/AstraZeneca
Afghanistan,2021-02-28,8200,8200,0,8200,1367,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-01,8200,8200,0,0,1580,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-02,8200,8200,0,0,1794,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-03,8200,8200,0,0,2008,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-04,8200,8200,0,0,2221,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-05,8200,8200,0,0,2435,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-06,8200,8200,0,0,2649,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-07,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-08,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-09,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-10,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-11,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-12,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-13,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-14,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-15,8200,8200,0,0,2862,0.02,0.02,0.0,Oxford/AstraZeneca
Afghanistan,2021-03-16,54000,54000,0,45800,2862,0.14,0.14,0.0,Oxford/AstraZeneca
Albania,2021-01-10,0,0,0,0,0,0.0,0.0,0.0,Pfizer/BioNTech
Albania,2021-01-11,0,0,0,0,64,0.0,0.0,0.0,Pfizer/BioNTech
Albania,2021-01-12,128,128,0,128,64,0.0,0.0,0.0,Pfizer/BioNTech
Albania,2021-01-13,188,188,0,60,63,0.01,0.01,0.0,Pfizer/BioNTech
Albania,2021-01-14,266,266,0,78,66,0.01,0.01,0.0,Pfizer/BioNTech
Albania,2021-01-15,308,308,0,42,62,0.01,0.01,0.0,Pfizer/BioNTech
Albania,2021-01-16,369,369,0,61,62,0.01,0.01,0.0,Pfizer/BioNTech
Albania,2021-01-17,405,405,0,36,58,0.01,0.01,0.0,Pfizer/BioNTech
Albania,2021-01-18,447,447,0,42,55,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-19,483,483,0,36,51,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-20,519,519,0,36,47,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-21,549,549,0,30,40,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-22,549,549,0,0,34,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-23,549,549,0,0,26,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-24,549,549,0,0,21,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-25,549,549,0,0,15,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-26,549,549,0,0,9,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-27,549,549,0,0,4,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-28,549,549,0,0,0,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-29,549,549,0,0,0,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-30,549,549,0,0,0,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-01-31,549,549,0,0,0,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-01,549,549,0,0,0,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-02,550,549,1,1,0,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-03,550,549,1,0,12,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-04,550,549,1,0,24,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-05,550,549,1,0,35,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-06,550,549,1,0,47,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-07,550,549,1,0,59,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-08,550,549,1,0,71,0.02,0.02,0.0,Pfizer/BioNTech
Albania,2021-02-09,1127,689,438,577,82,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-10,1127,689,438,0,81,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-11,1127,689,438,0,79,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-12,1127,689,438,0,78,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-13,1127,689,438,0,76,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-14,1127,689,438,0,75,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-15,1127,689,438,0,73,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-16,1127,689,438,0,72,0.04,0.02,0.02,Pfizer/BioNTech
Albania,2021-02-17,1701,1090,611,574,72,0.06,0.04,0.019999999999999997,Pfizer/BioNTech
Albania,2021-02-18,3049,2438,611,1348,254,0.11,0.08,0.03,Pfizer/BioNTech
Albania,2021-02-19,4177,2438,1739,1128,405,0.15,0.08,0.06999999999999999,Pfizer/BioNTech
Albania,2021-02-20,4177,2438,1739,0,516,0.15,0.08,0.06999999999999999,Pfizer/BioNTech
Albania,2021-02-21,4177,2438,1739,0,627,0.15,0.08,0.06999999999999999,Pfizer/BioNTech
Albania,2021-02-22,6728,6073,655,2551,739,0.23,0.21,0.020000000000000018,Pfizer/BioNTech
Albania,2021-02-23,6728,6073,655,0,891,0.23,0.21,0.020000000000000018,Pfizer/BioNTech
Albania,2021-02-24,6728,6073,655,0,1043,0.23,0.21,0.020000000000000018,Pfizer/BioNTech
Albania,2021-02-25,10135,6073,4062,3407,1012,0.35,0.21,0.13999999999999999,Pfizer/BioNTech
Albania,2021-02-26,10135,6073,4062,0,1000,0.35,0.21,0.13999999999999999,Pfizer/BioNTech
Albania,2021-02-27,10135,6073,4062,0,1027,0.35,0.21,0.13999999999999999,Pfizer/BioNTech
Albania,2021-02-28,10135,6073,4062,0,1054,0.35,0.21,0.13999999999999999,Pfizer/BioNTech
Albania,2021-03-01,14295,6073,8222,4160,1081,0.5,0.21,0.29000000000000004,Pfizer/BioNTech
Albania,2021-03-02,14295,6073,8222,0,1026,0.5,0.21,0.29000000000000004,Pfizer/BioNTech
Albania,2021-03-03,15793,6073,9720,1498,971,0.55,0.21,0.3400000000000001,Pfizer/BioNTech
Albania,2021-03-04,15793,6073,9720,0,927,0.55,0.21,0.3400000000000001,Pfizer/BioNTech
Albania,2021-03-05,15793,6073,9720,0,897,0.55,0.21,0.3400000000000001,Pfizer/BioNTech
Albania,2021-03-06,15793,6073,9720,0,867,0.55,0.21,0.3400000000000001,Pfizer/BioNTech
Albania,2021-03-07,15793,6073,9720,0,838,0.55,0.21,0.3400000000000001,Pfizer/BioNTech
Albania,2021-03-08,15793,6073,9720,0,808,0.55,0.21,0.3400000000000001,Pfizer/BioNTech
Albania,2021-03-09,15793,6073,9720,0,820,0.55,0.21,0.3400000000000001,Pfizer/BioNTech
Albania,2021-03-10,21613,6073,15540,5820,831,0.75,0.21,0.54,Pfizer/BioNTech
Albania,2021-03-11,21613,6073,15540,0,857,0.75,0.21,0.54,Pfizer/BioNTech
Albania,2021-03-12,23635,6073,17562,2022,883,0.82,0.21,0.61,Pfizer/BioNTech
Albania,2021-03-13,23635,6073,17562,0,1042,0.82,0.21,0.61,Pfizer/BioNTech
Albania,2021-03-14,23635,6073,17562,0,1201,0.82,0.21,0.61,Pfizer/BioNTech
Albania,2021-03-15,23635,6073,17562,0,1361,0.82,0.21,0.61,Pfizer/BioNTech
Albania,2021-03-16,23635,6073,17562,0,1520,0.82,0.21,0.61,Pfizer/BioNTech
Albania,2021-03-17,33369,6073,27296,9734,1679,1.16,0.21,0.95,Pfizer/BioNTech
Algeria,2021-01-29,0,0,0,0,0,0.0,0.0,0.0,Sputnik V
Algeria,2021-01-30,30,30,0,30,30,0.0,0.0,0.0,Sputnik V
Algeria,2021-01-31,30,30,0,0,1889,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-01,30,30,0,0,2509,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-02,30,30,0,0,2819,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-03,30,30,0,0,3005,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-04,30,30,0,0,3129,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-05,30,30,0,0,3217,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-06,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-07,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-08,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-09,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-10,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-11,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-12,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-13,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-14,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-15,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-16,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-17,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-18,30,30,0,0,3748,0.0,0.0,0.0,Sputnik V
Algeria,2021-02-19,75000,75000,0,74970,3748,0.17,0.17,0.0,Sputnik V
Andorra,2021-01-25,576,576,0,576,0,0.75,0.75,0.0,Pfizer/BioNTech
Andorra,2021-01-26,576,576,0,0,66,0.75,0.75,0.0,Pfizer/BioNTech
Andorra,2021-01-27,576,576,0,0,66,0.75,0.75,0.0,Pfizer/BioNTech
Andorra,2021-01-28,576,576,0,0,66,0.75,0.75,0.0,Pfizer/BioNTech
Andorra,2021-01-29,576,576,0,0,66,0.75,0.75,0.0,Pfizer/BioNTech
Andorra,2021-01-30,576,576,0,0,66,0.75,0.75,0.0,Pfizer/BioNTech
Andorra,2021-01-31,576,576,0,0,66,0.75,0.75,0.0,Pfizer/BioNTech
Andorra,2021-02-01,1036,1036,0,460,66,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-02,1036,1036,0,0,60,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-03,1036,1036,0,0,55,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-04,1036,1036,0,0,50,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-05,1036,1036,0,0,44,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-06,1036,1036,0,0,39,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-07,1036,1036,0,0,34,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-08,1036,1036,0,0,28,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-09,1036,1036,0,0,28,1.34,1.34,0.0,Pfizer/BioNTech
Andorra,2021-02-10,1291,1291,0,255,28,1.67,1.67,0.0,Pfizer/BioNTech
Andorra,2021-02-11,1291,1291,0,0,48,1.67,1.67,0.0,Pfizer/BioNTech
Andorra,2021-02-12,1622,1622,0,331,68,2.1,2.1,0.0,Pfizer/BioNTech
Andorra,2021-02-13,1622,1622,0,0,74,2.1,2.1,0.0,Pfizer/BioNTech
Andorra,2021-02-14,1622,1622,0,0,81,2.1,2.1,0.0,Pfizer/BioNTech
Andorra,2021-02-15,1622,1622,0,0,87,2.1,2.1,0.0,Pfizer/BioNTech
Andorra,2021-02-16,1622,1622,0,0,94,2.1,2.1,0.0,Pfizer/BioNTech
Andorra,2021-02-17,1622,1622,0,0,100,2.1,2.1,0.0,Pfizer/BioNTech
Andorra,2021-02-18,1622,1622,0,0,87,2.1,2.1,0.0,Pfizer/BioNTech
Andorra,2021-02-19,2141,2141,0,519,74,2.77,2.77,0.0,Pfizer/BioNTech
Andorra,2021-02-20,2141,2141,0,0,71,2.77,2.77,0.0,Pfizer/BioNTech
Andorra,2021-02-21,2141,2141,0,0,67,2.77,2.77,0.0,Pfizer/BioNTech
Andorra,2021-02-22,2141,2141,0,0,64,2.77,2.77,0.0,Pfizer/BioNTech
Andorra,2021-02-23,2141,2141,0,0,60,2.77,2.77,0.0,Pfizer/BioNTech
Andorra,2021-02-24,2390,2390,0,249,57,3.09,3.09,0.0,Pfizer/BioNTech
Andorra,2021-02-25,2390,2390,0,0,56,3.09,3.09,0.0,Pfizer/BioNTech
Andorra,2021-02-26,2526,2390,136,136,55,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-02-27,2526,2390,136,0,63,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-02-28,2526,2390,136,0,72,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-01,2526,2390,136,0,80,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-02,2526,2390,136,0,89,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-03,2526,2390,136,0,97,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-04,2526,2390,136,0,103,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-05,2526,2390,136,0,108,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-06,2526,2390,136,0,108,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-07,2526,2390,136,0,108,3.27,3.09,0.18000000000000016,Pfizer/BioNTech
Andorra,2021-03-08,3611,2439,1172,1085,108,4.67,3.16,1.5099999999999998,Pfizer/BioNTech
Andorra,2021-03-09,3611,2439,1172,0,186,4.67,3.16,1.5099999999999998,Pfizer/BioNTech
Andorra,2021-03-10,4914,3650,1264,1303,264,6.36,4.72,1.6400000000000006,Pfizer/BioNTech
Angola,2021-03-05,0,0,0,0,0,0.0,0.0,0.0,Oxford/AstraZeneca
Angola,2021-03-06,0,0,0,0,2056,0.0,0.0,0.0,Oxford/AstraZeneca
Angola,2021-03-07,0,0,0,0,2056,0.0,0.0,0.0,Oxford/AstraZeneca
Angola,2021-03-08,6169,6169,0,6169,2056,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-09,6169,6169,0,0,2613,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-10,6169,6169,0,0,2947,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-11,6169,6169,0,0,3170,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-12,6169,6169,0,0,3329,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-13,6169,6169,0,0,3647,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-14,6169,6169,0,0,3965,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-15,6169,6169,0,0,4283,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-16,6169,6169,0,0,4283,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-17,6169,6169,0,0,4283,0.02,0.02,0.0,Oxford/AstraZeneca
Angola,2021-03-18,49000,49000,0,42831,4283,0.15,0.15,0.0,Oxford/AstraZeneca
Anguilla,2021-02-04,0,0,0,0,0,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-05,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-06,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-07,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-08,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-09,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-10,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-11,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-12,0,0,0,0,149,0.0,0.0,0.0,Oxford/AstraZeneca
Anguilla,2021-02-13,1341,1341,0,1341,149,8.94,8.94,0.0,Oxford/AstraZeneca
Anguilla,2021-02-14,2762,2762,0,1421,331,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-15,2762,2762,0,0,323,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-16,2762,2762,0,0,316,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-17,2762,2762,0,0,309,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-18,2762,2762,0,0,301,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-19,2762,2762,0,0,294,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-20,2762,2762,0,0,286,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-21,2762,2762,0,0,97,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-22,2762,2762,0,0,97,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-23,2762,2762,0,0,97,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-24,2762,2762,0,0,97,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-25,2762,2762,0,0,97,18.41,18.41,0.0,Oxford/AstraZeneca
Anguilla,2021-02-26,3929,3929,0,1167,97,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-02-27,3929,3929,0,0,94,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-02-28,3929,3929,0,0,90,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-01,3929,3929,0,0,86,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-02,3929,3929,0,0,82,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-03,3929,3929,0,0,79,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-04,3929,3929,0,0,75,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-05,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-06,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-07,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-08,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-09,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-10,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-11,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-12,3929,3929,0,0,71,26.19,26.19,0.0,Oxford/AstraZeneca
Anguilla,2021-03-13,5000,5000,0,1071,71,33.33,33.33,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-16,0,0,0,0,0,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-17,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-18,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-19,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-20,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-21,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-22,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-23,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-24,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-25,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-26,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-27,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-02-28,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-01,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-02,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-03,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-04,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-05,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-06,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-07,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-08,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-09,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-10,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-11,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-12,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-13,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-14,0,0,0,0,895,0.0,0.0,0.0,Oxford/AstraZeneca
Antigua and Barbuda,2021-03-15,24164,24164,0,24164,895,24.68,24.68,0.0,Oxford/AstraZeneca
Argentina,2020-12-29,700,700,0,700,0,0.0,0.0,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2020-12-30,700,700,0,0,15656,0.0,0.0,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2020-12-31,32013,32013,0,31313,15656,0.07,0.07,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-01,32013,32013,0,0,11070,0.07,0.07,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-02,32013,32013,0,0,8776,0.07,0.07,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-03,32013,32013,0,0,7400,0.07,0.07,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-04,39599,39599,0,7586,6483,0.09,0.09,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-05,39599,39599,0,0,7984,0.09,0.09,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-06,39599,39599,0,0,8173,0.09,0.09,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-07,39599,39599,0,0,8363,0.09,0.09,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-08,107542,107542,0,67943,10519,0.24,0.24,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-09,107542,107542,0,0,11942,0.24,0.24,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-10,107542,107542,0,0,13365,0.24,0.24,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-11,107542,107542,0,0,14788,0.24,0.24,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-12,107542,107542,0,0,14056,0.24,0.24,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-13,166833,166833,0,59291,13323,0.37,0.37,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-14,166833,166833,0,0,13320,0.37,0.37,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-15,200759,200759,0,33926,13317,0.44,0.44,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-16,200759,200759,0,0,12971,0.44,0.44,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-17,200759,200759,0,0,12624,0.44,0.44,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-18,200759,200759,0,0,12278,0.44,0.44,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-19,200759,200759,0,0,11932,0.44,0.44,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-20,247933,243539,4394,47174,11586,0.55,0.54,0.010000000000000009,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-21,265724,249372,16352,17791,11704,0.59,0.55,0.039999999999999925,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-22,279602,254456,25146,13878,11263,0.62,0.56,0.05999999999999994,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-23,288064,258876,29188,8462,11124,0.64,0.57,0.07000000000000006,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-24,292023,260036,31987,3959,10342,0.65,0.58,0.07000000000000006,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-25,292386,260122,32264,363,9046,0.65,0.58,0.07000000000000006,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-26,305880,266969,38911,13494,9626,0.68,0.59,0.09000000000000008,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-27,318033,272323,45710,12153,10014,0.7,0.6,0.09999999999999998,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-28,327999,276548,51451,9966,8896,0.73,0.61,0.12,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
